year,Datetime,q_05,q_15,q_25,q_35,q_5,q_65,q_75,q_85,q_95,actual
304,01/09/2019 07:30,0.684541565,1.462216797,1.560992676,1.891577026,2.239191162,2.610155029,2.936804688,3.27873291,3.496409424,2.69
305,01/09/2019 08:00,1.038294434,1.963294189,2.108406494,2.596377197,3.025974365,3.486386963,3.82453125,4.151529785,4.381152344,3.49
306,01/09/2019 08:30,1.483007813,2.430044922,2.691276611,3.215140625,3.690467285,4.110583984,4.550927734,4.923927246,5.186294434,4.26
307,01/09/2019 09:00,1.972015869,2.971065186,3.277763916,3.793697754,4.295568848,4.670172852,5.173073242,5.668648438,5.901444824,4.9
308,01/09/2019 09:30,2.291430176,3.400265381,3.709430664,4.264108398,4.744499023,5.150444824,5.639053223,6.217455078,6.470905762,5.36
309,01/09/2019 10:00,2.58290918,3.785665771,4.103214355,4.683143555,5.157578613,5.577137207,6.044687012,6.627928223,6.909370605,5.68
310,01/09/2019 10:30,2.822044678,4.020454346,4.362569824,4.981417969,5.470752441,5.897521484,6.343722168,6.913837891,7.186793945,5.77
311,01/09/2019 11:00,3.022128418,4.217588379,4.567757324,5.23666748,5.716961426,6.153619141,6.538506836,7.125468262,7.382149902,6.21
312,01/09/2019 11:30,3.16273584,4.302153809,4.679173828,5.368324707,5.843280273,6.28863916,6.586774414,7.186459473,7.435256348,6.28
313,01/09/2019 12:00,3.287297363,4.370750488,4.769228516,5.436469238,5.891656738,6.313598633,6.539197266,7.138474609,7.406652832,6.31
314,01/09/2019 12:30,3.109975586,4.182391113,4.667773438,5.259098633,5.706237305,6.144612305,6.310437988,6.906706055,7.221473145,6.32
315,01/09/2019 13:00,2.974828857,4.001906494,4.533741211,5.019599121,5.461256348,5.877194824,6.003225098,6.587983887,6.923564941,6.11
316,01/09/2019 13:30,2.839145996,3.825793701,4.348007813,4.752270508,5.170159668,5.560344727,5.649651855,6.218697754,6.621109375,5.64
317,01/09/2019 14:00,2.70567749,3.640811035,4.129989258,4.467770508,4.836116211,5.222945313,5.265165039,5.814156738,6.274382813,5.39
318,01/09/2019 14:30,2.418736328,3.297526367,3.79330249,4.035187744,4.374216797,4.781663574,4.783462891,5.271709961,5.782311035,5.03
319,01/09/2019 15:00,2.143302734,2.957751465,3.437047363,3.579355957,3.904295166,4.281929688,4.283923828,4.68464209,5.238189941,4.41
320,01/09/2019 15:30,1.766173706,2.509202637,2.956457275,3.039127441,3.335598145,3.681891113,3.717098145,4.019127686,4.620777832,3.87
321,01/09/2019 16:00,1.411923706,2.072625732,2.432793213,2.497967285,2.744006104,3.053620361,3.131463379,3.364481689,3.946834229,3.18
322,01/09/2019 16:30,1.0134245,1.571963867,1.813178833,1.901586548,2.073282959,2.381990723,2.498322021,2.66629248,3.210396729,2.5
323,01/09/2019 17:00,0.643678955,1.095582031,1.223987183,1.312626099,1.409548462,1.715659546,1.865036011,1.957040405,2.412499268,1.74
324,01/09/2019 17:30,0.278572815,0.615208679,0.69766748,0.754889404,0.795301819,1.02796167,1.230856567,1.218844482,1.567335815,1.01
325,01/09/2019 18:00,0,0.177748108,0.262629578,0.285047241,0.316620209,0.407119019,0.642542297,0.564060547,0.778760193,0.375
326,01/09/2019 18:30,0,0,0,0,0.009708336,0.054971378,0.221092331,0.177775986,0.278083313,0.035
327,01/09/2019 19:00,0,0,0,0,0,0,0,0,0.003337029,0
328,01/09/2019 19:30,0,0,0,0,0,0,0,0,0,0
329,01/09/2019 20:00,0,0,0,0,0,0,0,0,0,0
330,01/09/2019 20:30,0,0,0,0,0,0,0,0,0,0
331,01/09/2019 21:00,0,0,0,0,0,0,0,0,0,0
332,01/09/2019 21:30,0,0,0,0,0,0,0,0,0,0
333,01/09/2019 22:00,0,0,0,0,0,0,0,0,0,0
334,01/09/2019 22:30,0,0,0,0,0,0,0,0,0,0
335,01/09/2019 23:00,0,0,0,0,0,0,0,0,0,0
336,01/09/2019 23:30,0,0,0,0,0,0,0,0,0,0
